Titanic passager,Status,Home Country,Age,Crew or Passenger?,Gender,Class / Department,Ticket Number,Fare Price
"FELLOWES, Mr Alfred James",Victim,England,29.0,Crew,Male,Victualling Crew,,
"FINCH, Mr Harry",Victim,England,18.0,Crew,Male,Victualling Crew,,
"FLETCHER, Mr Percy William",Victim,England,26.0,Crew,Male,Victualling Crew,,
"FORD, Mr Ernest",Victim,England,32.0,Crew,Male,Victualling Crew,,
"FORD, Mr Francis",Victim,England,37.0,Crew,Male,Victualling Crew,,
"FOX, Mr William Thomas",Victim,England,27.0,Crew,Male,Victualling Crew,,
"FRANKLIN, Mr Alan Vincent",Victim,England,28.0,Crew,Male,Victualling Crew,,
"FREEMAN, Mr Ernest Edward Samuel",Victim,England,45.0,Crew,Male,Victualling Crew,,
"GEDDES, Mr Richard Charles",Victim,England,31.0,Crew,Male,Victualling Crew,,
"GILL, Mr Joseph Stanley",Victim,England,38.0,Crew,Male,Victualling Crew,,
"GOSHAWK, Mr Alfred James",Victim,England,40.0,Crew,Male,Victualling Crew,,
"GUMERY, Mr George",Victim,England,24.0,Crew,Male,Engineering Crew,,
"GUNN, Mr Joseph Alfred",Victim,England,28.0,Crew,Male,Victualling Crew,,
"HAMBLYN, Mr Ernest William",Victim,England,46.0,Crew,Male,Victualling Crew,,
"HAMILTON, Mr Ernest",Victim,England,25.0,Crew,Male,Victualling Crew,,
"HARDING, Mr Alfred John",Victim,England,20.0,Crew,Male,Victualling Crew,,
"HARRIS, Mr Charles William",Victim,England,19.0,Crew,Male,Victualling Crew,,
"HARRIS, Mr Edward Matthew",Victim,England,18.0,Crew,Male,Victualling Crew,,
"HAWKESWORTH, Mr James",Victim,England,38.0,Crew,Male,Victualling Crew,,
"HAWKESWORTH, Mr William Walter",Victim,England,43.0,Crew,Male,Victualling Crew,,
"HAYTER, Mr Arthur",Victim,England,44.0,Crew,Male,Victualling Crew,,
"HEINEN, Mr Joseph Dominichus",Victim,England,30.0,Crew,Male,Victualling Crew,,
"HENDY, Mr Edward Martin",Victim,England,39.0,Crew,Male,Victualling Crew,,
"HEWITT, Mr Thomas",Victim,England,37.0,Crew,Male,Victualling Crew,,
"HILL, Mr H. P.",Victim,England,36.0,Crew,Male,Victualling Crew,,
"HILL, Mr James Colston",Victim,England,38.0,Crew,Male,Victualling Crew,,
"HINCKLEY, Mr George Herbert",Victim,England,39.0,Crew,Male,Victualling Crew,,
"HISCOCK, Mr Sydney George",Victim,England,22.0,Crew,Male,Victualling Crew,,
"HOARE, Mr Leonard James",Victim,England,16.0,Crew,Male,Victualling Crew,,
"HOGG, Mr Charles William",Victim,England,43.0,Crew,Male,Victualling Crew,,
"HOGUE, Mr E.",Victim,England,22.0,Crew,Male,Victualling Crew,,
"HOLLAND, Mr Thomas",Victim,England,28.0,Crew,Male,Victualling Crew,,
"HOLLOWAY, Mr Sidney",Victim,England,20.0,Crew,Male,Victualling Crew,,
"HOPKINS, Mr Frederick William",Victim,England,16.0,Crew,Male,Victualling Crew,,
"HOUSE, Mr William John",Victim,England,38.0,Crew,Male,Victualling Crew,,
"HOWELL, Mr Arthur Albert",Victim,England,31.0,Crew,Male,Victualling Crew,,
"HUGHES, Mr William Thomas",Victim,England,33.0,Crew,Male,Victualling Crew,,
"HUMBY, Mr Frederick Charles",Victim,England,17.0,Crew,Male,Victualling Crew,,
"HUMPHREYS, Mr Humphrey",Victim,England,31.0,Crew,Male,Victualling Crew,,
"IDE, Mr Harry John",Victim,England,31.0,Crew,Male,Victualling Crew,,
"INGROUILLE, Mr Henry",Victim,England,21.0,Crew,Male,Victualling Crew,,
"JACKSON, Mr Cecil",Victim,England,22.0,Crew,Male,Victualling Crew,,
"JANAWAY, Mr William Frank",Victim,England,35.0,Crew,Male,Victualling Crew,,
"JENNER, Mr Thomas Henry (Harry)",Victim,England,55.0,Crew,Male,Victualling Crew,,
"JENSEN, Mr Charles Valdemar",Victim,England,25.0,Crew,Male,Victualling Crew,,
"JONES, Mr Albert",Victim,England,17.0,Crew,Male,Victualling Crew,,
"JONES, Mr Arthur Ernest",Victim,England,37.0,Crew,Male,Victualling Crew,,
"JONES, Mr Victor Reginald",Victim,England,20.0,Crew,Male,Victualling Crew,,
"KELLAND, Mr Thomas",Victim,England,18.0,Crew,Male,Victualling Crew,,
"KERLEY, Mr William Thomas",Victim,England,28.0,Crew,Male,Victualling Crew,,
"KETCHLEY, Mr Henry",Victim,England,35.0,Crew,Male,Victualling Crew,,
"KIERAN, Mr James William",Victim,England,34.0,Crew,Male,Victualling Crew,,
"KING, Mr Alfred John Moffett",Victim,England,18.0,Crew,Male,Victualling Crew,,
"KINGSCOTE, Mr William Ford",Victim,England,42.0,Crew,Male,Victualling Crew,,
"KIRKALDY, Mr Thomas Benjamin",Victim,England,39.0,Crew,Male,Victualling Crew,,
"KITCHING, Mr Arthur Alfred",Victim,England,30.0,Crew,Male,Victualling Crew,,
"KNIGHT, Mr Leonard George",Victim,England,21.0,Crew,Male,Victualling Crew,,
"LACEY, Mr Bertie William",Victim,England,19.0,Crew,Male,Victualling Crew,,
"LAKE, Mr William",Victim,England,35.0,Crew,Male,Victualling Crew,,
"LANE, Mr Albert Edward",Victim,England,34.0,Crew,Male,Victualling Crew,,
"LATIMER, Mr Andrew L",Victim,England,55.0,Crew,Male,Victualling Crew,,
"LAWRENCE, Mr Arthur",Victim,England,35.0,Crew,Male,Victualling Crew,,
"LEFEBVRE, Mr Paul Georges",Victim,England,35.0,Crew,Male,Victualling Crew,,
"LEONARD, Mr Matthew",Victim,Northern Ireland,25.0,Crew,Male,Victualling Crew,,
"LEVETT, Mr George Alfred",Victim,England,21.0,Crew,Male,Victualling Crew,,
"LIGHT, Mr Charles Edward",Victim,England,23.0,Crew,Male,Victualling Crew,,
"LLOYD, Mr Humphrey",Victim,England,41.0,Crew,Male,Victualling Crew,,
"LONGMUIR, Mr John Dickson",Victim,England,19.0,Crew,Male,Victualling Crew,,
"LYDIATT, Mr Charles",Victim,England,45.0,Crew,Male,Victualling Crew,,
"MABEY, Mr John Charles",Victim,England,23.0,Crew,Male,Victualling Crew,,
"MACKIE, Mr George William",Victim,England,34.0,Crew,Male,Victualling Crew,,
"MAJOR, Mr Thomas Edgar",Victim,England,35.0,Crew,Male,Victualling Crew,,
"MANTLE, Mr Roland Frederick",Victim,England,40.0,Crew,Male,Victualling Crew,,
"MARKS, Mr James",Victim,England,27.0,Crew,Male,Victualling Crew,,
"MARRIOTT, Mr John William",Victim,England,20.0,Crew,Male,Victualling Crew,,
"MATHIAS, Mr Montague Vincent",Victim,England,28.0,Crew,Male,Deck Crew,,
"MCCARTHY, Mr Frederick James",Victim,England,38.0,Crew,Male,Victualling Crew,,
"MCCAWLEY, Mr Thomas W.",Victim,England,36.0,Crew,Male,Victualling Crew,,
"MCGRADY, Mr James",Victim,England,27.0,Crew,Male,Victualling Crew,,
"MCMICKEN, Mr Benjamin Tucker",Victim,England,21.0,Crew,Male,Victualling Crew,,
"MCMULLIN, Mr John Richard",Victim,England,32.0,Crew,Male,Victualling Crew,,
"MCMURRAY, Mr William",Victim,England,43.0,Crew,Male,Victualling Crew,,
"MELLOR, Mr Arthur",Victim,England,34.0,Crew,Male,Victualling Crew,,
"MIDDLETON, Mr Mark Victor",Victim,England,24.0,Crew,Male,Victualling Crew,,
"MISHELLANY, Mr Abraham Mansoor",Victim,England,53.0,Crew,Male,Victualling Crew,,
"MOORE, Mr Alfred Ernest",Victim,England,39.0,Crew,Male,Victualling Crew,,
"MOSS, Mr William",Victim,England,34.0,Crew,Male,Victualling Crew,,
"MüLLER, Mr Ludwig",Victim,England,36.0,Crew,Male,Victualling Crew,,
"MULLIN, Mr Thomas",Victim,Scotland,20.0,Crew,Male,Victualling Crew,,
"NICHOLLS, Mr Sidney",Victim,England,39.0,Crew,Male,Victualling Crew,,
"NICHOLS, Mr A.D.",Victim,England,34.0,Crew,Male,Victualling Crew,,
"O'CONNOR, Mr Thomas Peter",Victim,England,43.0,Crew,Male,Victualling Crew,,
"OLIVE, Mr Ernest Roskelly",Victim,England,26.0,Crew,Male,Victualling Crew,,
"ORPET, Mr Walter Hayward",Victim,England,31.0,Crew,Male,Victualling Crew,,
"OSBORNE, Mr William Edward",Victim,England,32.0,Crew,Male,Victualling Crew,,
"OWEN, Mr Lewis",Victim,England,49.0,Crew,Male,Victualling Crew,,
"PACEY, Mr Reginald lvan",Victim,England,17.0,Crew,Male,Victualling Crew,,
"PAINTIN, Mr James Arthur",Victim,England,29.0,Crew,Male,Victualling Crew,,
"PARSONS, Mr Richard Henry",Victim,England,18.0,Crew,Male,Victualling Crew,,
"PEARCE, Mr Alfred Emest",Victim,England,24.0,Crew,Male,Victualling Crew,,
"PENNAL, Mr Thomas Frederick Cohen",Victim,England,33.0,Crew,Male,Victualling Crew,,
"PENNY, Mr William Farr",Victim,England,31.0,Crew,Male,Victualling Crew,,
"PENROSE, Mr John Poole",Victim,England,49.0,Crew,Male,Victualling Crew,,
"PERKINS, Mr Laurence Alexander",Victim,England,22.0,Crew,Male,Victualling Crew,,
"PERREN, Mr William Charles",Victim,England,47.0,Crew,Male,Victualling Crew,,
"PERRITON, Mr Hubert Prouse",Victim,England,31.0,Crew,Male,Victualling Crew,,
"PETTY, Mr Edwin Henry",Victim,England,25.0,Crew,Male,Victualling Crew,,
"POOK, Mr Percy Robert",Victim,England,34.0,Crew,Male,Victualling Crew,,
"PRIDEAUX, Mr John Arthur (Jack)",Victim,England,23.0,Crew,Male,Victualling Crew,,
"PRYCE, Mr Charles William",Victim,England,22.0,Crew,Male,Victualling Crew,,
"PUZEY, Mr John Edward",Victim,England,44.0,Crew,Male,Victualling Crew,,
"RANDALL, Mr Frank Henry",Victim,England,29.0,Crew,Male,Victualling Crew,,
"RANSOM, Mr James Augustus",Victim,England,49.0,Crew,Male,Victualling Crew,,
"RATTENBURY, Mr William Henry",Victim,England,37.0,Crew,Male,Victualling Crew,,
"REED, Mr Thomas Charles Prowse",Victim,England,54.0,Crew,Male,Victualling Crew,,
"REVELL, Mr William James Francis",Victim,England,31.0,Crew,Male,Victualling Crew,,
"RICE, Mr Percy",Victim,England,19.0,Crew,Male,Victualling Crew,,
"RIDOUT, Mr Walter George",Victim,England,29.0,Crew,Male,Victualling Crew,,
"RIMMER, Mr Gilbert",Victim,England,28.0,Crew,Male,Victualling Crew,,
"ROBERTON, Mr George Edward",Victim,England,19.0,Crew,Male,Victualling Crew,,
"ROBERTS, Mr Hugh H.",Victim,England,40.0,Crew,Male,Victualling Crew,,
"ROBINSON, Mr James William",Victim,England,30.0,Crew,Male,Victualling Crew,,
"ROGERS, Mr Michael",Victim,England,27.0,Crew,Male,Victualling Crew,,
"ROWE, Mr Edgar Maurice",Victim,England,31.0,Crew,Male,Victualling Crew,,
"RUSSELL, Mr Boysie Richard",Victim,England,17.0,Crew,Male,Victualling Crew,,
"RYAN, Mr Thomas",Victim,England,27.0,Crew,Male,Victualling Crew,,
"SAMUEL, Mr Owen Wilmore",Victim,England,46.0,Crew,Male,Victualling Crew,,
"SAUNDERS, Mr D. E.",Victim,England,26.0,Crew,Male,Victualling Crew,,
"SCOTT, Mr John",Victim,England,19.0,Crew,Male,Victualling Crew,,
"SCOVELL, Mr Robert",Victim,England,54.0,Crew,Male,Victualling Crew,,
"SEDUNARY, Mr Samuel Francis",Victim,England,25.0,Crew,Male,Victualling Crew,,
"SHEA, Mr John Joseph",Victim,England,39.0,Crew,Male,Victualling Crew,,
"SIEBERT, Mr Sidney Conrad",Victim,England,29.0,Crew,Male,Victualling Crew,,
"SIMMONS, Mr Frederick Charles",Victim,England,24.0,Crew,Male,Victualling Crew,,
"SIVIER, Mr William",Victim,England,23.0,Crew,Male,Victualling Crew,,
"SKINNER, Mr Edward",Victim,England,33.0,Crew,Male,Victualling Crew,,
"SLIGHT, Mr Harry John",Victim,England,33.0,Crew,Male,Victualling Crew,,
"SMILLIE, Mr John",Victim,England,29.0,Crew,Male,Victualling Crew,,
"SMITH, Mr Charles Edwin",Victim,England,38.0,Crew,Male,Victualling Crew,,
"SMITH, Mr F.",Victim,England,20.0,Crew,Male,Victualling Crew,,
"SMITH, Mr Robert G.",Victim,England,30.0,Crew,Male,Victualling Crew,,
"SNAPE, Mrs Lucy Violet",Victim,England,22.0,Crew,Female,Victualling Crew,,
"STAGG, Mr John Henry",Victim,England,38.0,Crew,Male,Victualling Crew,,
"STEBBINGS, Mr Sydney Frederick",Victim,England,35.0,Crew,Male,Victualling Crew,,
"STONE, Mr Edmund",Victim,England,33.0,Crew,Male,Victualling Crew,,
"STONE, Mr Edward Thomas",Victim,England,29.0,Crew,Male,Victualling Crew,,
"STROUD, Mr Edward Alfred Orlando",Victim,England,19.0,Crew,Male,Victualling Crew,,
"STROUD, Mr Harry John",Victim,England,35.0,Crew,Male,Victualling Crew,,
"STRUGNELL, Mr John Herbert",Victim,England,34.0,Crew,Male,Victualling Crew,,
"SWAN, Mr William",Victim,England,46.0,Crew,Male,Victualling Crew,,
"SYMONDS, Mr John Crane",Victim,England,44.0,Crew,Male,Victualling Crew,,
"TALBOT, Mr George Frederick Charles",Victim,England,20.0,Crew,Male,Victualling Crew,,
"TAMLYN, Mr Frederick",Victim,England,23.0,Crew,Male,Deck Crew,,
"TAYLOR, Mr Bernard Cuthbert",Victim,England,22.0,Crew,Male,Victualling Crew,,
"TAYLOR, Mr William John",Victim,England,30.0,Crew,Male,Victualling Crew,,
"TEUTON, Mr Thomas Moore",Victim,England,32.0,Crew,Male,Victualling Crew,,
"THALER, Mr Montague Donald",Victim,England,17.0,Crew,Male,Victualling Crew,,
"TOSHACK, Mr James Adamson",Victim,England,30.0,Crew,Male,Victualling Crew,,
"TURNER, Mr Leopold Olerenshaw",Victim,England,28.0,Crew,Male,Victualling Crew,,
"VEAL, Mr Thomas Henry Edom",Victim,England,38.0,Crew,Male,Victualling Crew,,
"WALPOLE, Mr James",Victim,England,48.0,Crew,Male,Victualling Crew,,
"WALSH, Miss Catherine",Victim,England,32.0,Crew,Female,Victualling Crew,,
"WARD, Mr Edward",Victim,England,34.0,Crew,Male,Victualling Crew,,
"WARD, Mr Percy Thomas",Victim,England,38.0,Crew,Male,Victualling Crew,,
"WAREHAM, Mr Robert Arthur",Victim,England,37.0,Crew,Male,Victualling Crew,,
"WARWICK, Mr Tom",Victim,England,25.0,Crew,Male,Victualling Crew,,
"WEATHERSTON, Mr Thomas Herbert",Victim,England,24.0,Crew,Male,Victualling Crew,,
"WEBB, Mr Brooke Holding",Victim,England,50.0,Crew,Male,Victualling Crew,,
"WHITE, Mr Edward Joseph",Victim,England,27.0,Crew,Male,Victualling Crew,,
"WHITE, Mr Leonard Lisle Oliver",Victim,England,31.0,Crew,Male,Victualling Crew,,
"WHITFORD, Mr Alfred Henry",Victim,England,39.0,Crew,Male,Victualling Crew,,
"WILLIS, Mr William",Victim,England,46.0,Crew,Male,Victualling Crew,,
"WINSER, Mr Rowland",Victim,England,33.0,Crew,Male,Victualling Crew,,
"WITTMAN, Mr Henry",Victim,England,38.0,Crew,Male,Victualling Crew,,
"WOOD, Mr James Thomas",Victim,England,40.0,Crew,Male,Victualling Crew,,
"WORMALD, Mr Henry Frederick Charles",Victim,England,44.0,Crew,Male,Victualling Crew,,
"WRAPSON, Mr Frederick Bernard",Victim,England,18.0,Crew,Male,Victualling Crew,,
"BARKER, Mr George [2]",,,56.0,Crew,Male,Engineering Crew,,
"FOLEY, Mr John",Survivor,England,46.0,Crew,Male,Deck Crew,,
"PRENTICE, Mr Frank Winnold",Survivor,England,23.0,Crew,Male,Victualling Crew,,
"FOSTER, Mr Albert C.",Victim,England,37.0,Crew,Male,Engineering Crew,,
"KENZLER, Mr August",Victim,England,43.0,Crew,Male,Engineering Crew,,
"KIERAN, Mr Edgar Michael",Victim,England,34.0,Crew,Male,Victualling Crew,,
"MORGAN (BIRD), Mr Charles Frederick",Victim,England,42.0,Crew,Male,Victualling Crew,,
"NEWMAN, Mr Charles Thomas",Victim,England,33.0,Crew,Male,Engineering Crew,,
"PARSONS, Mr Edward",Victim,England,37.0,Crew,Male,Victualling Crew,,
"PHILLIPS, Mr Walter John",Victim,England,35.0,Crew,Male,Restaurant Staff,,
"RICKS, Mr Cyril Gordon",Victim,England,23.0,Crew,Male,Victualling Crew,,
"ROGERS, Mr Edward James William",Victim,England,31.0,Crew,Male,Victualling Crew,,
"RUDD, Mr Henry",Victim,England,23.0,Crew,Male,Engineering Crew,,
"THOMPSON, Mr Herbert Henry",Victim,England,25.0,Crew,Male,Victualling Crew,,
"WILLIAMS, Mr Arthur John",Victim,England,42.0,Crew,Male,Victualling Crew,,
"O'LOUGHLIN, Dr William Francis Norman",Victim,England,62.0,Crew,Male,Deck Crew,,
"SIMPSON, Dr John Edward",Victim,Northern Ireland,37.0,Crew,Male,Deck Crew,,
"BRIDE, Mr Harold Sydney",Survivor,England,22.0,Crew,Male,Victualling Crew,,
"PHILLIPS, Mr John George",Victim,England,25.0,Crew,Male,Victualling Crew,,
"JAMES, Mr Thomas [2]",,,36.0,Crew,Male,Engineering Crew,,
"STEWART, Mr John [2]",,,30.0,Crew,Male,Engineering Crew,,
"AULD, Mr James",,,32.0,Crew,Male,Engineering Crew,,
"BAILEY, Mr William",,,30.0,Crew,Male,Engineering Crew,,
"BARRY, Mr James",,,31.0,Crew,Male,Engineering Crew,,
"BARTLEY, Mr Robert",,,32.0,Crew,Male,Engineering Crew,,
"BEATTIE, Mr Francis",,,36.0,Crew,Male,Engineering Crew,,
"BENSON, Mr William",,,25.0,Crew,Male,Engineering Crew,,
"BRYAN, Mr John",,,22.0,Crew,Male,Engineering Crew,,
"CARSON, Mr James",,,36.0,Crew,Male,Engineering Crew,,
"CASSIDY, Mr William J.",,,,Crew,Male,Engineering Crew,,
"COSGROVE, Mr John",,,23.0,Crew,Male,Engineering Crew,,
"COSGROVE, Mr William",,,26.0,Crew,Male,Engineering Crew,,
"CROSSLEY, Mr John",,,34.0,Crew,Male,Engineering Crew,,
"ELLISON, Mr Joseph",,,29.0,Crew,Male,Engineering Crew,,
"FLACK, Mr John",,,30.0,Crew,Male,Engineering Crew,,
"FLEMMING, Mr William",,,32.0,Crew,Male,Engineering Crew,,
"GIBSON, Mr Thomas",,,20.0,Crew,Male,Engineering Crew,,
"HAMILTON, Mr William J.",,,24.0,Crew,Male,Engineering Crew,,
"HARVEY, Mr John",,,26.0,Crew,Male,Engineering Crew,,
"HERD, Mr Hugh",,,35.0,Crew,Male,Engineering Crew,,
"HOLMAN, Mr Thomas",,,24.0,Crew,Male,Engineering Crew,,
"HORNER, Mr Alex",,,38.0,Crew,Male,Engineering Crew,,
"JOSEPH, Mr Kirkpatrick",,,37.0,Crew,Male,Engineering Crew,,
"KEENAN, Mr Patrick",,,35.0,Crew,Male,Engineering Crew,,
"KERNEY, Mr William",,,39.0,Crew,Male,Engineering Crew,,
"LOUGHRAN, Mr Joseph",,,28.0,Crew,Male,Engineering Crew,,
"LYTLE, Mr Thomas",,,31.0,Crew,Male,Engineering Crew,,
"MANN, Mr Samuel",,,40.0,Crew,Male,Engineering Crew,,
"MATHERS, Mr John",,,26.0,Crew,Male,Engineering Crew,,
"MCDONALD, Mr Daniel",,,26.0,Crew,Male,Engineering Crew,,
"MCGILL, Mr Thomas",,,29.0,Crew,Male,Engineering Crew,,
"MCGIVERN, Mr Henry",,,41.0,Crew,Male,Engineering Crew,,
"MCGREEVY, Mr Richard",,,26.0,Crew,Male,Engineering Crew,,
"MCILROY, Mr Robert",,,26.0,Crew,Male,Engineering Crew,,
"MCILWAINE, Mr James",,,25.0,Crew,Male,Engineering Crew,,
"MECHAN, Mr William",,,38.0,Crew,Male,Engineering Crew,,
"MORRISON, Mr Thomas",,,26.0,Crew,Male,Engineering Crew,,
"PATON, Mr Matthew",,,26.0,Crew,Male,Engineering Crew,,
"RICHARD, Mr McMullan",,,23.0,Crew,Male,Engineering Crew,,
"ROBINSON, Mr Thomas",,,30.0,Crew,Male,Engineering Crew,,
"SHANNON, Mr David",,,30.0,Crew,Male,Engineering Crew,,
"SIMMS, Mr William",,,38.0,Crew,Male,Engineering Crew,,
"SMITH, Mr Joseph",,,25.0,Crew,Male,Engineering Crew,,
"STEVENSON, Mr Andrew",,,28.0,Crew,Male,Engineering Crew,,
"STEWART, Mr Matthew",,,25.0,Crew,Male,Engineering Crew,,
"SWARBRICK, Mr Joseph",,,22.0,Crew,Male,Engineering Crew,,
"TAGGART, Mr William",,,23.0,Crew,Male,Engineering Crew,,
"VALLER, Mr Arthur",,,25.0,Crew,Male,Engineering Crew,,
"WALKER, Mr Robert",,,43.0,Crew,Male,Engineering Crew,,
"WALLACE, Mr Robert",,,26.0,Crew,Male,Engineering Crew,,
"WAUGH, Mr James",,,26.0,Crew,Male,Engineering Crew,,
"ALLEN, Mr Ernest Frederick",Survivor,England,24.0,Crew,Male,Engineering Crew,,
"AVERY, Mr James Albert",Survivor,England,22.0,Crew,Male,Engineering Crew,,
"BINSTEAD, Mr Walter William",Survivor,England,20.0,Crew,Male,Engineering Crew,,
"BLAKE, Mr Percival Albert",Survivor,England,22.0,Crew,Male,Engineering Crew,,
"CAVELL, Mr George Henry",Survivor,England,22.0,Crew,Male,Engineering Crew,,
"DILLON, Mr Thomas Patrick",Survivor,England,24.0,Crew,Male,Engineering Crew,,
"DORE, Mr Albert James",Survivor,England,22.0,Crew,Male,Engineering Crew,,
"FREDERICKS, Mr Walter Francis",Survivor,England,21.0,Crew,Male,Engineering Crew,,
"FRYER, Mr Albert Ernest",Survivor,England,29.0,Crew,Male,Engineering Crew,,
"HEBB, Mr William Albert",Survivor,England,22.0,Crew,Male,Engineering Crew,,
"HUNT, Mr Albert Sylvanus",Survivor,England,23.0,Crew,Male,Engineering Crew,,
"MCGANN, Mr James",Survivor,England,26.0,Crew,Male,Engineering Crew,,
"MCINTYRE, Mr William",Survivor,England,21.0,Crew,Male,Engineering Crew,,
"O'CONNOR, Mr John",Survivor,England,25.0,Crew,Male,Engineering Crew,,
"PELHAM, Mr George",Survivor,England,39.0,Crew,Male,Engineering Crew,,
"PERRY, Mr Edgar Lionel",Survivor,England,19.0,Crew,Male,Engineering Crew,,
"SHEATH, Mr Frederick",Survivor,England,20.0,Crew,Male,Engineering Crew,,
"SNOW, Mr Eustace Philip",Survivor,England,21.0,Crew,Male,Engineering Crew,,
"WHITE, Mr William George",Survivor,England,23.0,Crew,Male,Engineering Crew,,
"GREEN, Mr George [2]",Victim,England,20.0,Crew,Male,Engineering Crew,,
"BEVIS, Mr Joseph Henry",Victim,England,22.0,Crew,Male,Engineering Crew,,
"BILLOWS, Mr James",Victim,England,20.0,Crew,Male,Engineering Crew,,
"BREWER, Mr Harry",Victim,England,30.0,Crew,Male,Engineering Crew,,
"BROOKS, Mr J.",Victim,England,25.0,Crew,Male,Engineering Crew,,
"CALDERWOOD, Mr Hugh",Victim,Northern Ireland,30.0,Crew,Male,Engineering Crew,,
"CARR, Mr Richard Stephen",Victim,England,37.0,Crew,Male,Engineering Crew,,
"CASEY, Mr Thomas",Victim,England,28.0,Crew,Male,Engineering Crew,,
"COE, Mr Harry",Victim,England,21.0,Crew,Male,Engineering Crew,,
"COOPER, Mr James Edward",Victim,England,25.0,Crew,Male,Engineering Crew,,
"COTTON, Mr Alfred",Victim,England,35.0,Crew,Male,Engineering Crew,,
"CRABB, Mr Henry James",Victim,England,23.0,Crew,Male,Engineering Crew,,
"DAWSON, Mr Joseph",Victim,England,23.0,Crew,Male,Engineering Crew,,
"DICKSON, Mr William",Victim,England,36.0,Crew,Male,Engineering Crew,,
"EAGLE, Mr Alfred James",Victim,England,22.0,Crew,Male,Engineering Crew,,
"ELLIOTT, Mr Everett Edward",Victim,England,24.0,Crew,Male,Engineering Crew,,
"EVANS, Mr William Thomas",Victim,England,33.0,Crew,Male,Engineering Crew,,
"FERRARY, Mr Antonio",Victim,England,34.0,Crew,Male,Engineering Crew,,
"FORD, Mr H.",Victim,England,22.0,Crew,Male,Engineering Crew,,
"GORDON, Mr J.",Victim,England,29.0,Crew,Male,Engineering Crew,,
"GOSLING, Mr Bertram James",Victim,England,22.0,Crew,Male,Engineering Crew,,
"GOSLING, Mr S.",Victim,England,26.0,Crew,Male,Engineering Crew,,
"HARRIS, Mr Amos",Victim,England,23.0,Crew,Male,Engineering Crew,,
"HASLIN, Mr James",Victim,England,45.0,Crew,Male,Engineering Crew,,
"HILL, Mr James",Victim,England,25.0,Crew,Male,Engineering Crew,,
"HINTON, Mr Stephen William",Victim,England,30.0,Crew,Male,Engineering Crew,,
"INGRAM, Mr George",Victim,England,20.0,Crew,Male,Engineering Crew,,
"KEARL, Mr George Edward",Victim,England,24.0,Crew,Male,Engineering Crew,,
"LEE, Mr H.",Victim,England,18.0,Crew,Male,Engineering Crew,,
"LONG, Mr Frank",Victim,England,28.0,Crew,Male,Engineering Crew,,
"LONG, Mr William",Victim,England,30.0,Crew,Male,Engineering Crew,,
"MASKELL, Mr Leopold Adolphus",Victim,England,25.0,Crew,Male,Engineering Crew,,
"MITCHELL, Mr Lorenzo (Lawrence) Horace",Victim,England,18.0,Crew,Male,Engineering Crew,,
"MOORE, Mr Ralph",Victim,England,21.0,Crew,Male,Engineering Crew,,
"MORGAN, Mr Arthur Herbert",Victim,England,27.0,Crew,Male,Engineering Crew,,
"MORRIS, Mr William Edward",Victim,England,22.0,Crew,Male,Engineering Crew,,
"PERRY, Mr Henry Frederick",Victim,England,23.0,Crew,Male,Engineering Crew,,
